school_name
Anderson Primary School
Ang Mo Kio Primary School
CHIJ St Nicholas Girls’ (Primary)
Jing Shan Primary School
Mayflower Primary School
Teck Ghee Primary School
Townsville Primary School 
Bedok Green Primary School 
CHIJ (Katong) Primary School 
Damai Primary School
Fengshan Primary School
Opera Estate Primary School 
Red Swastika School
St Anthony’s Canossian Primary School
St Stephen’s School
Telok Kurau Primary School 
Temasek Primary School
Yu Neng Primary School
Ai Tong School
Catholic High
Guangyang Primary School
Kuo Chuan Presbyterian Primary School 
Bukit View Primary School 
Dazhong Primary School
Keming Primary School 
Lianhua Primary School
Princess Elizabeth Primary School 
St Anthony’s Primary School
Alexandra Primary School
Blangah Rise Primary School 
Cantonment Primary School
CHIJ (Kellock)
Gan Eng Seng Primary School
Radin Mas Primary School 
Zhangde Primary School 
Beacon Primary School 
Bukit Panjang Primary School 
CHIJ (Our Lady Queen of Peace)
Greenridge Primary School 
West Spring Primary School
West View Primary School 
Zhenghua Primary School 
Bukit Timah Primary School
Henry Park Primary School 
Methodist Girls’ School (Primary)
Nanyang Primary School
Pei Hwa Presbyterian Primary School 
Raffles Girls’ Primary School
Anglo-Chinese School (Junior)
River Valley Primary School
St Margaret’s Primary School 
Stamford  Primary School
Chua Chu Kang Primary School
Concord Primary School 
De La Salle School
Kranji Primary School
South View Primary School 
Teck Whye Primary School 
Unity Primary School 
Yew Tee Primary School 
Clementi Primary School 
Nan Hua Primary School 
Pei Tong Primary School 
Qifa Primary School 
Canossa Catholic Primary School 
Eunos Primary School 
Geylang Methodist School (Primary)
Haig Girls’ School
Kong Hwa School
Maha Bodhi School
CHIJ (Our Lady of the Nativity)
Holy Innocents’ Primary School 
Hougang Primary School 
Montfort Junior School
Paya Lebar Methodist Girls’ School (Primary)
Punggol Primary School
Xinghua Primary School
Xinmin Primary School
Yio Chu Kang Primary School 
Fuhua Primary School 
Jurong Primary School 
Yuhua Primary School 
Boon Lay Garden Primary School 
Corporation Primary School 
Frontier Primary School
Jurong West Primary School 
Juying Primary School 
Lakeside Primary School 
Pioneer Primary School
Rulang Primary School 
Shuqun Primary School
West Grove Primary School 
Westwood Primary School
Xingnan Primary School 
Bendemeer Primary School
Farrer Park Primary School 
Hong Wen School
Ngee Ann Primary School 
Tanjong Katong Primary School
Tao Nan School
Anglo-Chinese School (Primary)
St Joseph’s Institution Junior
Singapore Chinese Girls’ School (Primary)
Casuarina Primary School
Elias Park Primary School
Meridian Primary School 
Park View Primary School 
Pasir Ris Primary School 
White Sands Primary School
Edgefield Primary School
Greendale Primary School 
Horizon Primary School
Mee Toh School
Oasis Primary School
Punggol Cove Primary School
Punggol Green Primary School
Punggol View Primary School
Waterway Primary School
Fairfield Methodist School (Primary)
New Town Primary School
Queenstown Primary School
Canberra Primary School
Endeavour Primary School 
Northoaks Primary School
Sembawang Primary School
Wellington Primary School 
Anchor Green Primary School 
Compassvale Primary School
Fern Green Primary School
Fernvale Primary School
Nan Chiau Primary School
North Spring Primary School 
North Vista Primary School 
Palm View Primary School
Rivervale Primary School
Seng Kang Primary School
Sengkang Green Primary School
Springdale Primary School
CHIJ (Our Lady of Good Counsel)
Rosyth School
St Gabriel’s Primary School
Yangzheng Primary School
Zhonghua Primary School
Angsana Primary School
Changkat Primary School
Chongzheng Primary School
East Spring Primary School
Gongshang Primary School
Junyuan Primary School
Poi Ching School
St Hilda’s Primary School 
Tampines Primary School
Tampines North Primary School
Yumin Primary School
Cedar Primary School
CHIJ Primary (Toa Payoh)
First Toa Payoh Primary School
Kheng Cheng School
Maris Stella High (Primary)
Marymount Convent School
Pei Chun Public School
St Andrew’s Junior School
Admiralty Primary School 
Evergreen Primary School
Fuchun Primary School 
Greenwood Primary School 
Innova Primary School 
Marsiling Primary School
Qihua Primary School
Riverside Primary School
Si Ling Primary School
Woodgrove Primary School 
Woodlands Primary School 
Woodlands Ring Primary School 
Ahmad Ibrahim Primary School
Chongfu Primary School 
Huamin Primary School 
Jiemin Primary School 
Naval Base Primary School
Northland Primary School 
North View Primary School
Peiying Primary School 
Xishan Primary School
Yishun Primary School
